reference,model,domain,severity,skill,method
drift,dlinear,regime_setpt18,0.0,3.0869088908266913,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,regime_setpt18,0.25,0.10713575040196884,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,regime_setpt18,0.5,0.05176977085437795,exact rescaling of published aggregate; no per-episode CI
drift,dlinear,regime_setpt18,1.0,0.03872888446573036,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,regime_setpt18,0.0,1.4249260621434383,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,regime_setpt18,0.25,1.0520567061089634,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,regime_setpt18,0.5,1.0519374637580516,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear,regime_setpt18,1.0,1.0549959701506,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,regime_setpt18,0.0,1.9930928945541382,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,regime_setpt18,0.25,0.19571152329444885,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,regime_setpt18,0.5,0.09575867652893066,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf,regime_setpt18,1.0,0.0671907290816307,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,regime_setpt18,0.0,1.955413321503528,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,regime_setpt18,0.25,0.19589539950340715,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,regime_setpt18,0.5,0.09400827384202919,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf,regime_setpt18,1.0,0.06781503766932295,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,regime_setpt18,0.0,3.45275902899689,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,regime_setpt18,0.25,0.33258500264791696,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,regime_setpt18,0.5,0.16566028672058564,exact rescaling of published aggregate; no per-episode CI
drift,patchtf,regime_setpt18,1.0,0.12316383994941464,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,regime_setpt18,0.0,1.5938035428707316,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,regime_setpt18,0.25,3.265933930309954,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,regime_setpt18,0.5,3.3661393315506185,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf,regime_setpt18,1.0,3.3550502837199523,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,regime_setpt18,0.0,1.7994544506072996,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,regime_setpt18,0.25,0.0599823072552681,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,regime_setpt18,0.5,0.028434708714485165,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s42,regime_setpt18,1.0,0.02004341594874859,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,regime_setpt18,0.0,1.7654356270952773,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,regime_setpt18,0.25,0.06003866223670717,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,regime_setpt18,0.5,0.027914941813570883,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s42,regime_setpt18,1.0,0.020229651116524323,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,regime_setpt18,0.0,3.11730708517371,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,regime_setpt18,0.25,0.10193173851755179,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,regime_setpt18,0.5,0.049191385775207624,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s42,regime_setpt18,1.0,0.03674054602015196,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,regime_setpt18,0.0,1.4389579564749773,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,regime_setpt18,0.25,1.0009541042124905,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,regime_setpt18,0.5,0.9995458882109354,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s42,regime_setpt18,1.0,1.0008325446784079,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,regime_setpt18,0.0,1.8065581321716306,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,regime_setpt18,0.25,0.06210900098085404,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,regime_setpt18,0.5,0.029483133926987648,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s123,regime_setpt18,1.0,0.020790979266166687,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,regime_setpt18,0.0,1.772405013018315,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,regime_setpt18,0.25,0.06216735404791062,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,regime_setpt18,0.5,0.02894420253492227,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s123,regime_setpt18,1.0,0.020984160484465865,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,regime_setpt18,0.0,3.1296132354426613,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,regime_setpt18,0.25,0.10554576403045508,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,regime_setpt18,0.5,0.05100513704667364,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s123,regime_setpt18,1.0,0.03811086555734103,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,regime_setpt18,0.0,1.444638510991825,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,regime_setpt18,0.25,1.036443282779246,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,regime_setpt18,0.5,1.036400463398466,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s123,regime_setpt18,1.0,1.0381607974669003,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,regime_setpt18,0.0,1.7984269857406616,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,regime_setpt18,0.25,0.05899228528141976,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,regime_setpt18,0.5,0.027991222217679024,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s7,regime_setpt18,1.0,0.01974407397210598,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,regime_setpt18,0.0,1.7644275865302388,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,regime_setpt18,0.25,0.05904771011074376,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,regime_setpt18,0.5,0.0274795619446313,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s7,regime_setpt18,1.0,0.019927527777493945,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,regime_setpt18,0.0,3.115527143754544,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,regime_setpt18,0.25,0.10024933139480682,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,regime_setpt18,0.5,0.048424164434221165,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s7,regime_setpt18,1.0,0.03619183777118267,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,regime_setpt18,0.0,1.438136330373606,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,regime_setpt18,0.25,0.9844331232210997,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,regime_setpt18,0.5,0.9839563103886088,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s7,regime_setpt18,1.0,0.9858854322212127,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,regime_setpt18,0.0,1.7018654346466064,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,regime_setpt18,0.25,0.07790599763393402,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,regime_setpt18,0.5,0.03707346320152283,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s2024,regime_setpt18,1.0,0.026337962597608566,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,regime_setpt18,0.0,1.6696915389178677,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,regime_setpt18,0.25,0.07797919240171727,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,regime_setpt18,0.5,0.036395785815483736,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s2024,regime_setpt18,1.0,0.026582684100958046,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,regime_setpt18,0.0,2.9482475511650943,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,regime_setpt18,0.25,0.13239060221501772,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,regime_setpt18,0.5,0.06413623043165022,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s2024,regime_setpt18,1.0,0.04827875295153446,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,regime_setpt18,0.0,1.3609195871604274,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,regime_setpt18,0.25,1.300055493740715,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,regime_setpt18,0.5,1.3032181225033694,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s2024,regime_setpt18,1.0,1.315139604726663,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,regime_setpt18,0.0,1.8080322742462156,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,regime_setpt18,0.25,0.05970427393913269,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,regime_setpt18,0.5,0.028329622000455853,exact rescaling of published aggregate; no per-episode CI
persistence,dlinear_s31337,regime_setpt18,1.0,0.019981738179922104,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,regime_setpt18,0.0,1.7738512863246465,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,regime_setpt18,0.25,0.059760367700837355,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,regime_setpt18,0.5,0.027811776012332583,exact rescaling of published aggregate; no per-episode CI
history_mean,dlinear_s31337,regime_setpt18,1.0,0.020167400263266785,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,regime_setpt18,0.0,3.1321669836256762,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,regime_setpt18,0.25,0.10145925887186438,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,regime_setpt18,0.5,0.049009588200223796,exact rescaling of published aggregate; no per-episode CI
drift,dlinear_s31337,regime_setpt18,1.0,0.03662748770166054,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,regime_setpt18,0.0,1.4458173285309313,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,regime_setpt18,0.25,0.9963144262536353,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,regime_setpt18,0.5,0.9958518467502578,exact rescaling of published aggregate; no per-episode CI
ar1,dlinear_s31337,regime_setpt18,1.0,0.9977527743197755,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,regime_setpt18,0.0,1.9912822246551514,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,regime_setpt18,0.25,0.1632707417011261,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,regime_setpt18,0.5,0.07955196499824524,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s42,regime_setpt18,1.0,0.05533552169799805,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,regime_setpt18,0.0,1.9536368824569597,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,regime_setpt18,0.25,0.16342413892839436,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,regime_setpt18,0.5,0.07809780984146265,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s42,regime_setpt18,1.0,0.055849676580266405,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,regime_setpt18,0.0,3.449622292691552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,regime_setpt18,0.25,0.27745632524304503,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,regime_setpt18,0.5,0.13762305211908157,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s42,regime_setpt18,1.0,0.10143267428531058,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,regime_setpt18,0.0,1.5923556163300974,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,regime_setpt18,0.25,2.7245787379945483,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,regime_setpt18,0.5,2.796435873900457,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s42,regime_setpt18,1.0,2.7630814594541406,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,regime_setpt18,0.0,1.988773703575134,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,regime_setpt18,0.25,0.205463245511055,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,regime_setpt18,0.5,0.09894356131553649,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s123,regime_setpt18,1.0,0.07059724628925323,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,regime_setpt18,0.0,1.9511757851591165,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,regime_setpt18,0.25,0.2056562837237718,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,regime_setpt18,0.5,0.09713494112720306,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s123,regime_setpt18,1.0,0.07125320683214686,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,regime_setpt18,0.0,3.4452766252958558,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,regime_setpt18,0.25,0.34915672261941894,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,regime_setpt18,0.5,0.17117006344313412,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s123,regime_setpt18,1.0,0.12940814992906705,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,regime_setpt18,0.0,1.590349643705529,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,regime_setpt18,0.25,3.4286656894320537,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,regime_setpt18,0.5,3.4780954104696096,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s123,regime_setpt18,1.0,3.5251486987861975,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,regime_setpt18,0.0,1.9976102113723757,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,regime_setpt18,0.25,0.18797332048416138,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,regime_setpt18,0.5,0.09329431504011154,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s7,regime_setpt18,1.0,0.0651448667049408,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,regime_setpt18,0.0,1.9598452381030849,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,regime_setpt18,0.25,0.18814992644467976,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,regime_setpt18,0.5,0.09158895918476503,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s7,regime_setpt18,1.0,0.06575016598184774,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,regime_setpt18,0.0,3.460584658436253,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,regime_setpt18,0.25,0.31943498389159886,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,regime_setpt18,0.5,0.16139699857146836,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s7,regime_setpt18,1.0,0.11941367575615167,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,regime_setpt18,0.0,1.5974158760283321,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,regime_setpt18,0.25,3.136802754524688,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,regime_setpt18,0.5,3.279511315841081,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s7,regime_setpt18,1.0,3.252893762408413,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,regime_setpt18,0.0,1.987910270690918,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,regime_setpt18,0.25,0.24002857506275177,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,regime_setpt18,0.5,0.11801359802484512,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s2024,regime_setpt18,1.0,0.08306814730167389,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,regime_setpt18,0.0,1.950328675539372,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,regime_setpt18,0.25,0.24025408832677048,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,regime_setpt18,0.5,0.11585639069323388,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s2024,regime_setpt18,1.0,0.08383998232166771,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,regime_setpt18,0.0,3.4437808467021656,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,regime_setpt18,0.25,0.4078957790988964,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,regime_setpt18,0.5,0.2041607841125214,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s2024,regime_setpt18,1.0,0.15226791164489412,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,regime_setpt18,0.0,1.589659187985349,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,regime_setpt18,0.25,4.005474252847051,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,regime_setpt18,0.5,4.148451381836069,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s2024,regime_setpt18,1.0,4.1478610960446485,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,regime_setpt18,0.0,1.9999471902847292,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,regime_setpt18,0.25,0.19724319875240326,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,regime_setpt18,0.5,0.09666460007429123,exact rescaling of published aggregate; no per-episode CI
persistence,patchtf_s31337,regime_setpt18,1.0,0.06761377304792404,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,regime_setpt18,0.0,1.9621380362510163,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,regime_setpt18,0.25,0.19742851401140737,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,regime_setpt18,0.5,0.0948976377286162,exact rescaling of published aggregate; no per-episode CI
history_mean,patchtf_s31337,regime_setpt18,1.0,0.0682420123859555,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,regime_setpt18,0.0,3.464633152644552,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,regime_setpt18,0.25,0.3351878758853456,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,regime_setpt18,0.5,0.16722751341701997,exact rescaling of published aggregate; no per-episode CI
drift,patchtf_s31337,regime_setpt18,1.0,0.12393929989855161,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,regime_setpt18,0.0,1.599284672651059,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,regime_setpt18,0.25,3.2914937479647906,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,regime_setpt18,0.5,3.3979846429934373,exact rescaling of published aggregate; no per-episode CI
ar1,patchtf_s31337,regime_setpt18,1.0,3.3761742363624974,exact rescaling of published aggregate; no per-episode CI
